ecosystem_name,num_repos,pct_total,pct_total_running,num_subecosystems,curr_num_commits,one_month_commit_growth_pct,three_month_commit_growth_pct,curr_num_devs,one_month_dev_growth_pct,three_month_dev_growth_pct,ecosystem_label,Ethereum_rollup,Execution VM,Support Tooling?
Gear Tech,68,0.01%,95.91%,0,56,75,211.1111111,16,23.07692308,100,Gear Tech,,not labelled,
Mango Markets,68,0.01%,95.92%,0,12,50,200,5,150,150,Mango Markets,,not labelled,
Cheesecake Labs,68,0.01%,95.93%,0,3,-94.73684211,50,2,-50,100,Cheesecake Labs,,not labelled,
Novasama Technologies,67,0.01%,95.94%,0,130,-6.474820144,-28.17679558,11,-26.66666667,-31.25,Novasama Technologies,,not labelled,
Sablier Finance,67,0.01%,95.94%,0,84,50,200,7,16.66666667,40,Sablier Finance,,not labelled,
Harvest Finance,67,0.01%,95.95%,0,7,-30,-88.70967742,3,-25,-25,Harvest Finance,,not labelled,
Maple,67,0.01%,95.96%,0,5,25,25,2,-50,100,Maple,,not labelled,
Lisk,67,0.01%,95.97%,1,2,-88.23529412,-71.42857143,1,-83.33333333,-75,Lisk,,not labelled,
Aurora NEAR,67,0.01%,95.98%,0,2,-71.42857143,-77.77777778,1,-66.66666667,-87.5,Aurora NEAR,,not labelled,
KILT Protocol,66,0.01%,95.99%,1,80,788.8888889,90.47619048,7,250,0,KILT Protocol,,not labelled,
Sigma Prime,66,0.01%,96.00%,0,13,116.6666667,116.6666667,6,100,100,Sigma Prime,,not labelled,
Derive,66,0.01%,96.01%,1,22,-24.13793103,69.23076923,6,0,100,Derive,,not labelled,
AirSwap,66,0.01%,96.02%,0,12,-7.692307692,200,2,0,100,AirSwap,,not labelled,
Dominant Strategies,66,0.01%,96.03%,0,3,-91.17647059,-97.39130435,2,-66.66666667,-81.81818182,Dominant Strategies,,not labelled,
Commune AI,66,0.01%,96.04%,0,8,-78.94736842,-63.63636364,2,-60,-60,Commune AI,,not labelled,
Nevermind,66,0.01%,96.05%,0,23,-23.33333333,-4.166666667,2,-33.33333333,-33.33333333,Nevermind,,not labelled,
Zero,65,0.01%,96.06%,0,61,258.8235294,84.84848485,5,400,66.66666667,Zero,,not labelled,
Everipedia,65,0.01%,96.06%,0,5,-66.66666667,-58.33333333,4,0,33.33333333,Everipedia,,not labelled,
DeFiChain,65,0.01%,96.07%,0,971,301.2396694,4121.73913,1,-75,-80,DeFiChain,,not labelled,
LXDAO,65,0.01%,96.08%,0,2,100,-50,1,0,-50,LXDAO,,not labelled,
Ambrosus,64,0.01%,96.09%,0,9,-50,-80.43478261,6,0,0,Ambrosus,,not labelled,
Origin Dollar,64,0.01%,96.10%,0,49,172.2222222,0,4,0,-42.85714286,Origin Dollar,,not labelled,
ZeroDev,64,0.01%,96.11%,0,15,-31.81818182,-37.5,3,0,-25,ZeroDev,,not labelled,
FIO Protocol,64,0.01%,96.12%,0,34,-42.37288136,78.94736842,3,-25,-40,FIO Protocol,,not labelled,
Area Layer,64,0.01%,96.13%,0,47,487.5,62.06896552,2,0,-33.33333333,Area Layer,,not labelled,
Handshake,64,0.01%,96.14%,1,2,,,1,,,Handshake,,not labelled,
Mixin,63,0.01%,96.15%,1,74,89.74358974,42.30769231,11,22.22222222,22.22222222,Mixin,,not labelled,
LUX Defi,63,0.01%,96.15%,0,22,-79.43925234,450,5,25,400,LUX Defi,,not labelled,
Ajuna Network,63,0.01%,96.16%,2,2,,,2,,,Ajuna Network,,not labelled,
MyEtherWallet,63,0.01%,96.17%,0,15,275,-51.61290323,2,100,100,MyEtherWallet,,not labelled,
Avado,63,0.01%,96.18%,0,1,-87.5,-83.33333333,1,-50,-50,Avado,,not labelled,
Openmesh Network,63,0.01%,96.19%,0,4,-80.95238095,-63.63636364,1,0,-50,Openmesh Network,,not labelled,
GNØ Land,62,0.01%,96.20%,0,83,6.41025641,50.90909091,23,9.523809524,53.33333333,GNØ Land,,not labelled,
Haqq Network,62,0.01%,96.21%,1,19,-38.70967742,137.5,8,0,100,Haqq Network,,not labelled,
Router Protocol,62,0.01%,96.22%,0,12,-36.84210526,-76.92307692,5,25,-28.57142857,Router Protocol,,not labelled,
Itheum,62,0.01%,96.22%,0,34,-32,240,2,0,0,Itheum,,not labelled,
Tenderly,62,0.01%,96.23%,0,14,,-75.86206897,2,,-90,Tenderly,,not labelled,
machinefi,62,0.01%,96.24%,0,8,-70.37037037,-78.37837838,1,-50,-66.66666667,machinefi,,not labelled,
Moonstream.to,62,0.01%,96.25%,0,14,,,1,,,Moonstream.to,,not labelled,
Shardeum,61,0.01%,96.26%,0,34,-15,-27.65957447,12,20,0,Shardeum,,not labelled,
Casper Network,61,0.01%,96.27%,0,32,88.23529412,-11.11111111,10,42.85714286,-9.090909091,Casper Network,,not labelled,
BitShares,61,0.01%,96.28%,0,3,,-25,2,,0,BitShares,,not labelled,
Deus Finance,61,0.01%,96.28%,0,2,,,1,,,Deus Finance,,not labelled,
Koinos,61,0.01%,96.29%,0,4,-66.66666667,100,1,-50,-50,Koinos,,not labelled,
Hive,60,0.01%,96.30%,3,63,-37,-19.23076923,13,85.71428571,-27.77777778,Hive,,not labelled,
Fraxtal,60,0.01%,96.31%,5,92,142.1052632,22.66666667,9,28.57142857,12.5,Fraxtal,,not labelled,
PancakeSwap,60,0.01%,96.32%,0,27,3.846153846,-41.30434783,8,-27.27272727,-38.46153846,PancakeSwap,,not labelled,
Dock network,60,0.01%,96.33%,0,14,-36.36363636,-33.33333333,4,-33.33333333,0,Dock network,,not labelled,
NEM,60,0.01%,96.33%,0,2,0,,2,0,,NEM,,not labelled,
Token Pocket,60,0.01%,96.34%,0,1,0,-92.85714286,1,0,-50,Token Pocket,,not labelled,
PolySwarm,60,0.01%,96.35%,0,1,-88.88888889,,1,-50,,PolySwarm,,not labelled,
OriginTrail,60,0.01%,96.36%,0,2,-50,-94.87179487,1,-50,-66.66666667,OriginTrail,,not labelled,
Map Protocol (Bitcoin),60,0.01%,96.37%,0,6,100,-40,1,-66.66666667,0,Map Protocol (Bitcoin),,not labelled,
Cardstack,59,0.01%,96.38%,0,208,55.2238806,89.09090909,10,0,11.11111111,Cardstack,,not labelled,
Crypto.com Chain,59,0.01%,96.38%,2,5,-37.5,66.66666667,4,33.33333333,33.33333333,Crypto.com Chain,,not labelled,
DigiByte,59,0.01%,96.39%,1,33,-15.38461538,-50.74626866,4,-20,0,DigiByte,,not labelled,
Blockchain ETL,59,0.01%,96.40%,0,2,,-71.42857143,2,,-60,Blockchain ETL,,not labelled,
Invincible Nobde,59,0.01%,96.41%,0,17,54.54545455,240,2,100,0,Invincible Nobde,,not labelled,
MAP Protocol,59,0.01%,96.42%,0,6,100,-40,1,-66.66666667,0,MAP Protocol,,not labelled,
WEB3DEV,59,0.01%,96.43%,0,4,33.33333333,100,1,-50,0,WEB3DEV,,not labelled,
NFTEarth,59,0.01%,96.43%,0,7,0,0,1,0,0,NFTEarth,,not labelled,
Cyber,59,0.01%,96.44%,0,2,-75,-84.61538462,1,-66.66666667,-66.66666667,Cyber,,not labelled,
Babylon Chain,58,0.01%,96.45%,0,99,76.78571429,76.78571429,27,107.6923077,68.75,Babylon Chain,,not labelled,
Bisq,58,0.01%,96.46%,0,42,-27.5862069,-19.23076923,8,0,33.33333333,Bisq,,not labelled,
DXOS,58,0.01%,96.47%,0,24,-57.89473684,-35.13513514,6,0,-14.28571429,DXOS,,not labelled,
Picasso,58,0.01%,96.47%,0,3,-80,-87.5,2,0,-33.33333333,Picasso,,not labelled,
Composable Finance,58,0.01%,96.48%,0,3,-80,-87.5,2,0,-33.33333333,Composable Finance,,not labelled,
Moralis,58,0.01%,96.49%,0,3,200,-82.35294118,1,0,-50,Moralis,,not labelled,
Web3 Auth,57,0.01%,96.50%,0,43,-40.27777778,-79.90654206,9,-10,-30.76923077,Web3 Auth,,not labelled,
Trust Wallet,57,0.01%,96.51%,0,20,122.2222222,122.2222222,5,0,25,Trust Wallet,,not labelled,
Crossmint,57,0.01%,96.51%,0,12,-20,-57.14285714,5,66.66666667,66.66666667,Crossmint,,not labelled,
Decent DAO,57,0.01%,96.52%,0,118,-49.13793103,28.26086957,4,0,0,Decent DAO,,not labelled,
Olympus DAO,57,0.01%,96.53%,1,40,2.564102564,-14.89361702,4,100,-42.85714286,Olympus DAO,,not labelled,
Radius,57,0.01%,96.54%,0,148,886.6666667,311.1111111,3,50,0,Radius,,not labelled,
Mirror World,57,0.01%,96.55%,0,4,-66.66666667,-42.85714286,3,50,0,Mirror World,,not labelled,
Dojima Network,57,0.01%,96.55%,0,14,16.66666667,,3,0,,Dojima Network,,not labelled,
PolkaFoundry,57,0.01%,96.56%,0,1,,,1,,,PolkaFoundry,,not labelled,
Parallel Finance,57,0.01%,96.57%,0,2,,,1,,,Parallel Finance,,not labelled,
Skip,56,0.01%,96.58%,0,130,3.174603175,6.557377049,7,-50,-41.66666667,Skip,,not labelled,
Litentry,56,0.01%,96.59%,0,17,88.88888889,54.54545455,6,20,-14.28571429,Litentry,,not labelled,
Juicebox,56,0.01%,96.59%,0,20,66.66666667,-31.03448276,5,150,25,Juicebox,,not labelled,
BTCPayServer,56,0.01%,96.60%,0,33,-49.23076923,-23.25581395,4,-50,-60,BTCPayServer,,not labelled,
Jackal Protocol,56,0.01%,96.61%,0,11,450,-84.05797101,3,200,-40,Jackal Protocol,,not labelled,
Neon District,56,0.01%,96.62%,0,8,-68,-38.46153846,2,-66.66666667,-50,Neon District,,not labelled,
 Moonstream.to ,56,0.01%,96.63%,0,14,,,1,,, Moonstream.to ,,not labelled,
Perun,56,0.01%,96.63%,0,4,33.33333333,-20,1,0,-50,Perun,,not labelled,
Subspace Network,55,0.01%,96.64%,0,38,-2.564102564,-30.90909091,8,0,14.28571429,Subspace Network,,not labelled,
CloudWalk,55,0.01%,96.65%,0,28,-45.09803922,-24.32432432,7,-22.22222222,16.66666667,CloudWalk,,not labelled,
Fireblocks,55,0.01%,96.66%,0,12,0,-57.14285714,7,-12.5,-12.5,Fireblocks,,not labelled,
Espresso Systems,54,0.01%,96.66%,0,40,-43.66197183,-52.94117647,19,58.33333333,5.555555556,Espresso Systems,,not labelled,
Commonwealth,54,0.01%,96.67%,0,146,29.20353982,47.47474747,13,62.5,85.71428571,Commonwealth,,not labelled,
Binance Exchange,54,0.01%,96.68%,0,54,145.4545455,38.46153846,9,28.57142857,200,Binance Exchange,,not labelled,
Web3privacy Now,54,0.01%,96.69%,0,73,7.352941176,-64.3902439,4,-42.85714286,-60,Web3privacy Now,,not labelled,
Interlay,54,0.01%,96.69%,0,33,230,106.25,4,300,33.33333333,Interlay,,not labelled,
The Metagovernance Project,54,0.01%,96.70%,0,6,50,-57.14285714,3,0,-25,The Metagovernance Project,,not labelled,
Accord Project,54,0.01%,96.71%,0,4,-42.85714286,-82.60869565,2,-50,-71.42857143,Accord Project,,not labelled,
4EVERLAND,54,0.01%,96.72%,0,25,4.166666667,177.7777778,1,-66.66666667,-50,4EVERLAND,,not labelled,
HECO,54,0.01%,96.72%,5,3,200,50,1,0,0,HECO,,not labelled,
Aavegotchi,54,0.01%,96.73%,0,1,-97.77777778,-88.88888889,1,-66.66666667,-66.66666667,Aavegotchi,,not labelled,
Blockchain.com,54,0.01%,96.74%,0,1,0,-85.71428571,1,0,-66.66666667,Blockchain.com,,not labelled,
CommerceBlock,54,0.01%,96.75%,0,2,-60,100,1,0,0,CommerceBlock,,not labelled,
Dymension,53,0.01%,96.75%,1,92,37.31343284,-1.075268817,15,0,25,Dymension,,not labelled,
Only Dust,53,0.01%,96.76%,0,70,-6.666666667,-16.66666667,6,-14.28571429,20,Only Dust,,not labelled,
Jupiter Exchange,53,0.01%,96.77%,0,12,33.33333333,-45.45454545,6,-25,-45.45454545,Jupiter Exchange,,not labelled,
Injective Protocol,53,0.01%,96.78%,0,24,-61.29032258,-47.82608696,5,-28.57142857,-44.44444444,Injective Protocol,,not labelled,
Trust Wallet Token,53,0.01%,96.78%,0,20,122.2222222,122.2222222,5,0,25,Trust Wallet Token,,not labelled,
Satellite,53,0.01%,96.79%,0,23,-20.68965517,-14.81481481,5,-16.66666667,-37.5,Satellite,,not labelled,
InstaDApp,53,0.01%,96.80%,0,49,75,206.25,4,0,100,InstaDApp,,not labelled,
ORA,53,0.01%,96.81%,0,2,-50,-80,1,-50,-50,ORA,,not labelled,
Gaia Protocol,53,0.01%,96.81%,0,113,5.607476636,413.6363636,1,0,0,Gaia Protocol,,not labelled,
Nym,52,0.01%,96.82%,0,91,-6.18556701,1.111111111,15,-6.25,-42.30769231,Nym,,not labelled,
Codex Storage,52,0.01%,96.83%,0,60,-1.639344262,13.20754717,12,50,100,Codex Storage,,not labelled,
ZK Email,52,0.01%,96.84%,0,59,-48.24561404,-7.8125,7,-50,-22.22222222,ZK Email,,not labelled,
Balmy (formerly Mean Finance),52,0.01%,96.84%,0,24,-45.45454545,-20,3,-25,0,Balmy (formerly Mean Finance),,not labelled,
Good Dollar,52,0.01%,96.85%,0,53,,96.2962963,3,,0,Good Dollar,,not labelled,
ZeroPool,52,0.01%,96.86%,0,1,0,,1,0,,ZeroPool,,not labelled,
ZeroPool Network,52,0.01%,96.86%,0,1,0,,1,0,,ZeroPool Network,,not labelled,
DePay,52,0.01%,96.87%,0,13,550,-7.142857143,1,0,0,DePay,,not labelled,
Cudos,52,0.01%,96.88%,0,1,-75,0,1,0,0,Cudos,,not labelled,
Cudo Ventures,52,0.01%,96.89%,0,1,-75,0,1,0,0,Cudo Ventures,,not labelled,
Waku,51,0.01%,96.89%,0,21,40,-38.23529412,14,180,27.27272727,Waku,,not labelled,
OneKey,51,0.01%,96.90%,0,34,-51.42857143,-44.26229508,9,-25,-43.75,OneKey,,not labelled,
Witnet,51,0.01%,96.91%,0,37,-32.72727273,-24.48979592,7,16.66666667,75,Witnet,,not labelled,
opensquare-network,51,0.01%,96.91%,0,58,728.5714286,383.3333333,6,200,100,opensquare-network,,not labelled,
Polymesh,51,0.01%,96.92%,0,8,-72.4137931,-73.33333333,5,0,-16.66666667,Polymesh,,not labelled,
Macro,51,0.01%,96.93%,0,14,100,27.27272727,4,33.33333333,0,Macro,,not labelled,
ErgoPad,51,0.01%,96.94%,0,8,100,100,4,300,100,ErgoPad,,not labelled,
Warp Contracts,51,0.01%,96.94%,0,2,-95.23809524,-91.30434783,2,-33.33333333,0,Warp Contracts,,not labelled,
Drift Protocol,50,0.01%,96.95%,0,165,1.851851852,71.875,13,30,44.44444444,Drift Protocol,,not labelled,
Meeds Association,50,0.01%,96.96%,0,118,114.5454545,38.82352941,9,80,-10,Meeds Association,,not labelled,
WTF.Academy,50,0.01%,96.96%,0,13,550,18.18181818,4,100,100,WTF.Academy,,not labelled,
Etherisc DIP Token,50,0.01%,96.97%,0,46,35.29411765,-43.90243902,3,50,0,Etherisc DIP Token,,not labelled,
Ethersic,50,0.01%,96.98%,0,46,35.29411765,-43.90243902,3,50,0,Ethersic,,not labelled,
Etherisc,50,0.01%,96.98%,0,46,35.29411765,-43.90243902,3,50,0,Etherisc,,not labelled,
Cheqd,50,0.01%,96.99%,0,3,,-78.57142857,3,,0,Cheqd,,not labelled,
Oxen,50,0.01%,97.00%,0,5,-87.5,-91.80327869,2,-33.33333333,-71.42857143,Oxen,,not labelled,
bitfrost finance,50,0.01%,97.01%,0,2,-50,-60,2,100,-33.33333333,bitfrost finance,,not labelled,
Nuls,50,0.01%,97.01%,0,1,,,1,,,Nuls,,not labelled,
Verge,50,0.01%,97.02%,0,5,-58.33333333,-58.33333333,1,0,-50,Verge,,not labelled,
Onomy,50,0.01%,97.03%,0,2,-94.59459459,-93.5483871,1,-66.66666667,-80,Onomy,,not labelled,
Keep Network,50,0.01%,97.03%,0,3,,-25,1,,0,Keep Network,,not labelled,
Internxt,49,0.01%,97.04%,0,75,-1.315789474,7.142857143,9,28.57142857,50,Internxt,,not labelled,
Switcheo,49,0.01%,97.05%,0,17,-34.61538462,240,6,-25,100,Switcheo,,not labelled,
Vac,49,0.01%,97.05%,0,9,,-67.85714286,6,,-33.33333333,Vac,,not labelled,
Potlock,49,0.01%,97.06%,0,53,430,278.5714286,5,66.66666667,0,Potlock,,not labelled,
Overlay,49,0.01%,97.07%,0,20,-23.07692308,-9.090909091,4,-20,33.33333333,Overlay,,not labelled,
SubWallet,49,0.01%,97.07%,0,35,-35.18518519,-5.405405405,4,33.33333333,33.33333333,SubWallet,,not labelled,
Uniris (Archethic),49,0.01%,97.08%,0,58,132,48.71794872,3,-25,-40,Uniris (Archethic),,not labelled,
OmiseGo,49,0.01%,97.09%,0,1,-92.30769231,-87.5,1,-50,-66.66666667,OmiseGo,,not labelled,
OpenSea,49,0.01%,97.10%,0,8,700,-11.11111111,1,0,0,OpenSea,,not labelled,
Tally,49,0.01%,97.10%,0,4,100,300,1,0,0,Tally,,not labelled,
TxPipe,48,0.01%,97.11%,0,36,-32.0754717,-21.73913043,12,50,100,TxPipe,,not labelled,
Beefy.Finance,48,0.01%,97.12%,0,68,30.76923077,183.3333333,10,66.66666667,42.85714286,Beefy.Finance,,not labelled,
TreasureDAO,48,0.01%,97.12%,0,18,-14.28571429,-25,6,50,50,TreasureDAO,,not labelled,
Bitquery,48,0.01%,97.13%,0,32,166.6666667,-34.69387755,5,25,-37.5,Bitquery,,not labelled,
EthereumJS,48,0.01%,97.14%,0,4,-50,-92.85714286,4,0,-33.33333333,EthereumJS,,not labelled,
Umee,48,0.01%,97.14%,1,8,,,4,,,Umee,,not labelled,
Gearbox Protocol,48,0.01%,97.15%,0,7,-70.83333333,75,3,-40,50,Gearbox Protocol,,not labelled,
KYVE,48,0.01%,97.16%,0,4,-76.47058824,33.33333333,3,0,0,KYVE,,not labelled,
Vitwit,48,0.01%,97.16%,0,7,-83.72093023,-87.93103448,3,0,-50,Vitwit,,not labelled,
COTI,48,0.01%,97.17%,0,12,,-36.84210526,3,,-25,COTI,,not labelled,
Crypto Volatility Index,48,0.01%,97.18%,0,12,,-36.84210526,3,,-25,Crypto Volatility Index,,not labelled,
Avail,47,0.01%,97.18%,0,20,17.64705882,0,8,14.28571429,-38.46153846,Avail,,not labelled,
Minotaur,47,0.01%,97.19%,0,31,-39.21568627,-18.42105263,5,0,-16.66666667,Minotaur,,not labelled,
Blockful,47,0.01%,97.20%,0,58,190,65.71428571,4,100,-20,Blockful,,not labelled,
Superfluid,47,0.01%,97.20%,0,13,116.6666667,-61.76470588,4,100,-42.85714286,Superfluid,,not labelled,
Comdex,47,0.01%,97.21%,1,3,,,2,,,Comdex,,not labelled,
RigoBlock,47,0.01%,97.22%,0,2,,0,1,,0,RigoBlock,,not labelled,
Quillhash,47,0.01%,97.22%,0,6,,50,1,,0,Quillhash,,not labelled,
Apillon,47,0.01%,97.23%,0,2,-77.77777778,-96.15384615,1,-50,-80,Apillon,,not labelled,
Ethereum Consensus,46,0.01%,97.23%,0,86,186.6666667,34.375,28,86.66666667,33.33333333,Ethereum Consensus,,not labelled,
Bittensor,46,0.01%,97.24%,0,79,-40.15151515,51.92307692,14,0,55.55555556,Bittensor,,not labelled,
Angle Protocol,46,0.01%,97.25%,0,23,360,283.3333333,11,450,266.6666667,Angle Protocol,,not labelled,
Cosmostation,46,0.01%,97.25%,0,64,-45.76271186,10.34482759,10,-23.07692308,66.66666667,Cosmostation,,not labelled,
0chain,46,0.01%,97.26%,0,37,-5.128205128,0,8,60,60,0chain,,not labelled,
Talisman,46,0.01%,97.27%,0,89,-9.183673469,18.66666667,6,20,0,Talisman,,not labelled,
Archway Network,46,0.01%,97.27%,0,5,400,25,4,300,0,Archway Network,,not labelled,
Open Knowledge Protocol For (OKP4),46,0.01%,97.28%,0,195,66.66666667,56,4,0,-33.33333333,Open Knowledge Protocol For (OKP4),,not labelled,
Story Protocol,46,0.01%,97.29%,0,28,-50,12,3,-57.14285714,-25,Story Protocol,,not labelled,
Klever,46,0.01%,97.29%,0,3,50,-25,2,0,0,Klever,,not labelled,
Polygon ID,46,0.01%,97.30%,1,3,-66.66666667,-57.14285714,2,0,-60,Polygon ID,,not labelled,
Paradigm (Investment Firm),45,0.01%,97.31%,0,157,10.56338028,-19.48717949,19,-26.92307692,-26.92307692,Paradigm (Investment Firm),,not labelled,
Open Earth Protocol,45,0.01%,97.31%,0,167,-10.69518717,165.0793651,8,0,60,Open Earth Protocol,,not labelled,
cartridge-gg,45,0.01%,97.32%,0,68,-35.23809524,-35.23809524,7,-46.15384615,-22.22222222,cartridge-gg,,not labelled,
Bacalhau,45,0.01%,97.32%,0,30,275,-16.66666667,6,-14.28571429,-45.45454545,Bacalhau,,not labelled,
Subscan,45,0.01%,97.33%,0,18,260,1700,4,0,300,Subscan,,not labelled,
Bancor,45,0.01%,97.34%,0,46,170.5882353,-16.36363636,4,-20,-33.33333333,Bancor,,not labelled,
 EthereumJS,45,0.01%,97.34%,0,4,-50,-92.30769231,4,0,-33.33333333, EthereumJS,,not labelled,
Lilypad Network,45,0.01%,97.35%,0,7,-77.41935484,-58.82352941,3,-25,-66.66666667,Lilypad Network,,not labelled,
Lonero Team,45,0.01%,97.36%,0,11,-84.50704225,,3,50,,Lonero Team,,not labelled,
composability labs,45,0.01%,97.36%,1,5,-92.64705882,-93.50649351,3,-78.57142857,-80,composability labs,,not labelled,
Covalent,45,0.01%,97.37%,0,7,40,-22.22222222,2,-33.33333333,-33.33333333,Covalent,,not labelled,
Zircuit,45,0.01%,97.37%,1,8,300,-60,1,0,-66.66666667,Zircuit,,not labelled,
Lightningrod Labs,45,0.01%,97.38%,0,27,2600,-64.47368421,1,0,-50,Lightningrod Labs,,not labelled,
Lightning Rod Labs,45,0.01%,97.39%,0,27,2600,-64.47368421,1,0,-50,Lightning Rod Labs,,not labelled,
Defi Kingdoms,45,0.01%,97.39%,1,1,0,,1,0,,Defi Kingdoms,,not labelled,
DAOstack,45,0.01%,97.40%,0,4,300,300,1,0,0,DAOstack,,not labelled,
Safeheron,45,0.01%,97.41%,0,1,,0,1,,0,Safeheron,,not labelled,
Trezor,44,0.01%,97.41%,0,152,18.75,29.91452991,28,7.692307692,12,Trezor,,not labelled,
BitGo,44,0.01%,97.42%,0,85,117.9487179,136.1111111,13,0,8.333333333,BitGo,,not labelled,
Marinade,44,0.01%,97.42%,0,42,180,366.6666667,5,25,150,Marinade,,not labelled,
Ava Protocol,44,0.01%,97.43%,0,76,1800,,4,300,,Ava Protocol,,not labelled,
Request,44,0.01%,97.44%,0,14,-36.36363636,-33.33333333,4,0,-33.33333333,Request,,not labelled,
Circle,44,0.01%,97.44%,0,3,50,50,3,200,50,Circle,,not labelled,
CoolBitX,44,0.01%,97.45%,0,44,4300,193.3333333,3,200,0,CoolBitX,,not labelled,
Unstoppable Domains,44,0.01%,97.46%,0,24,140,-17.24137931,3,-40,-50,Unstoppable Domains,,not labelled,
Triton One,44,0.01%,97.46%,0,14,-74.54545455,7.692307692,3,-57.14285714,0,Triton One,,not labelled,
Grid+,44,0.01%,97.47%,0,3,-50,,2,0,,Grid+,,not labelled,
Particle Network,44,0.01%,97.47%,0,4,-63.63636364,300,2,-33.33333333,100,Particle Network,,not labelled,
MetaFam,44,0.01%,97.48%,0,8,-38.46153846,-38.46153846,2,0,0,MetaFam,,not labelled,
Nervina Labs,44,0.01%,97.49%,0,3,,0,1,,-50,Nervina Labs,,not labelled,
Exorde,44,0.01%,97.49%,0,22107,1.67410201,13.29370163,1,0,0,Exorde,,not labelled,
DefiLlama,43,0.01%,97.50%,0,362,5.539358601,19.47194719,37,42.30769231,37.03703704,DefiLlama,,not labelled,
Bsquared Network,43,0.01%,97.50%,8,26,-7.142857143,-35,12,50,0,Bsquared Network,,not labelled,
Run On Flux,43,0.01%,97.51%,0,47,9.302325581,27.02702703,8,33.33333333,60,Run On Flux,,not labelled,
Civic Team,43,0.01%,97.52%,0,12,,200,5,,66.66666667,Civic Team,,not labelled,
Rosen Bridge,43,0.01%,97.52%,0,29,-43.1372549,-23.68421053,4,-20,-33.33333333,Rosen Bridge,,not labelled,
AKASHA Foundation,43,0.01%,97.53%,0,10,-72.97297297,-75,4,-42.85714286,0,AKASHA Foundation,,not labelled,
Clearmatics,43,0.01%,97.53%,0,3,0,50,3,50,50,Clearmatics,,not labelled,
Polymarket,43,0.01%,97.54%,0,6,,200,2,,100,Polymarket,,not labelled,
confio,43,0.01%,97.55%,0,4,300,-85.71428571,2,100,0,confio,,not labelled,
Chinese Zodiac,43,0.01%,97.55%,0,8,100,33.33333333,1,0,-50,Chinese Zodiac,,not labelled,
czodiac,43,0.01%,97.56%,0,8,100,33.33333333,1,0,-50,czodiac,,not labelled,
0g Labs,42,0.01%,97.56%,0,16,-71.42857143,33.33333333,9,-35.71428571,125,0g Labs,,not labelled,
Arianee,42,0.01%,97.57%,0,16,433.3333333,45.45454545,6,100,500,Arianee,,not labelled,
Mars Protocol,42,0.01%,97.58%,0,54,-11.47540984,,5,0,,Mars Protocol,,not labelled,
Argent,42,0.01%,97.58%,0,7,75,16.66666667,4,100,33.33333333,Argent,,not labelled,
Herodotus,42,0.01%,97.59%,0,6,-71.42857143,-93.18181818,4,0,-42.85714286,Herodotus,,not labelled,
Abstract Money,42,0.01%,97.59%,0,19,5.555555556,-36.66666667,3,-25,0,Abstract Money,,not labelled,
Beanstalk,42,0.01%,97.60%,0,2,0,-94.73684211,1,-50,0,Beanstalk,,not labelled,
Scopelift,42,0.01%,97.61%,0,1,-75,,1,-75,,Scopelift,,not labelled,
Polkascan,42,0.01%,97.61%,0,3,,,1,,,Polkascan,,not labelled,
Element Finance,42,0.01%,97.62%,0,1,-80,0,1,-50,0,Element Finance,,not labelled,
rhino.fi,42,0.01%,97.62%,0,1,-83.33333333,,1,0,,rhino.fi,,not labelled,
Ligolang,42,0.01%,97.63%,0,3,-50,-82.35294118,1,-50,-66.66666667,Ligolang,,not labelled,
ZetaChain,41,0.01%,97.63%,0,26,8.333333333,-27.77777778,11,22.22222222,-8.333333333,ZetaChain,,not labelled,
Blockstream,41,0.01%,97.64%,0,55,3.773584906,30.95238095,8,-11.11111111,-11.11111111,Blockstream,,not labelled,
Ambire Wallet,41,0.01%,97.65%,0,57,21.27659574,72.72727273,8,100,100,Ambire Wallet,,not labelled,
Reservoir Protocol,41,0.01%,97.65%,0,54,-35.71428571,-66.25,8,0,0,Reservoir Protocol,,not labelled,
Ambire,41,0.01%,97.66%,0,57,21.27659574,72.72727273,8,100,100,Ambire,,not labelled,
Ingonyama,41,0.01%,97.66%,0,14,180,366.6666667,6,20,200,Ingonyama,,not labelled,
Lattice,41,0.01%,97.67%,1,8,-60,-85.18518519,5,66.66666667,-70.58823529,Lattice,,not labelled,
Kilt,41,0.01%,97.67%,0,33,725,37.5,5,400,0,Kilt,,not labelled,
Cooperation.org,41,0.01%,97.68%,0,42,0,23.52941176,4,-20,33.33333333,Cooperation.org,,not labelled,
zkMe,41,0.01%,97.69%,0,5,-78.26086957,-78.26086957,2,-50,-33.33333333,zkMe,,not labelled,
TrueBlocks,41,0.01%,97.69%,0,57,,280,2,,100,TrueBlocks,,not labelled,
Substrate Developer Hub,41,0.01%,97.70%,0,2,,-60,2,,-50,Substrate Developer Hub,,not labelled,
verida,41,0.01%,97.70%,0,1,0,,1,0,,verida,,not labelled,
Spectrum Labs,41,0.01%,97.71%,0,1,,,1,,,Spectrum Labs,,not labelled,
Spectrum Finance,41,0.01%,97.71%,0,1,,,1,,,Spectrum Finance,,not labelled,
THETA,41,0.01%,97.72%,0,1,,,1,,,THETA,,not labelled,
Conceal,41,0.01%,97.73%,0,1,0,-66.66666667,1,0,0,Conceal,,not labelled,
Zama,40,0.01%,97.73%,0,110,-20.28985507,64.17910448,19,-5,11.76470588,Zama,,not labelled,
